content,score,,,,,,
Lumayan bagus👍,4,,,,,,
simply connected to people and friends,5,,,,,,
Angat mrmbantu,5,,,,,,
Jelek,1,,,,,,
Bagus,4,,,,,,
jgn donlot deh,3,,,,,,
"sayang sekali setelah update terbaru tampilan pada bagian pembaruan status menjadi sangat jelek. saya minta tolong tampilan nya di kembalikan seperti yang dulu, tampilan lebih praktis, bagus dan tidak berlebihan. beberapa orang juga memiliki opini seperti saya, yang mengatakan jika tampilan pada pembaharuan status menjadi jelek setelah update terbaru. saya harap setelah ini ada perbaikan yang diinginkan banyak orang, misalnya tampilan seperti yang dulu",1,,,,,,
Sangat bagus dan membantu,5,,,,,,
Baguss,5,,,,,,
Tambahin upload status hd.setiap bikin status selalu kualitas buruk,4,,,,,,
Edan pokonamah,5,,,,,,
Sangat bagus,5,,,,,,
Good,5,,,,,,
Bagusss,5,,,,,,
Sangt bgus,5,,,,,,
"kenapa wa ku, udah diupdate tetep gada fitur love?",2,,,,,,
Aplikasinya susah,4,,,,,,
"Kenapa Watsap saya selalu kena spam padahal saya ga pernah melanggar aturan,, ahir ahir ni Watsap kena spam terus",1,,,,,,
Ok,5,,,,,,
Baik,5,,,,,,
Masih ada yg perlu di perbaiki,1,,,,,,
Ok la,3,,,,,,
Good,4,,,,,,
WhatsApp lagi gak jelas lagi telepon tiba tiba ke kenon,5,,,,,,
"kalian asal blokir nomor orang yang menyebabkan akun WhatsApp saya hilang tanpa ada sebab, dan di situ tertulis saya melakukan spam padahal saya tidak ada melakukan spam apapun ituu maksudnya gimana yaa berikan duluu penjelasannya",1,,,,,,
"Kok sekarang malah jadi ga bisa kirim foto/video pake data seluler ya, dan story jadi acak, tolong dong dikembalikan seperti semula seperti sebelum di update",2,,,,,,
Sangat membantu dalam berkomunikasi dlm segala hal,5,,,,,,
"Udah hampir sebulan, lagi tlvnan tiba2 mati gitu aja padahal jaringan internet bagus",1,,,,,,
Bagus,4,,,,,,
Sippp,5,,,,,,
Aplikasinya aneh aku dilaporkan dan sudah ku pulihkan kena blokir lagi padahal saya butuh sekali wa,1,,,,,,
Baik.,3,,,,,,
Top,5,,,,,,
Kenapa saya tida bisa masuk wa dengan alesan no anda blm privikasi,1,,,,,,
sekitar,4,,,,,,
Kenapa wa saya kena spam Kesalahan apa yg saya laku kan,1,,,,,,
Bagua,5,,,,,,
Sedang down,2,,,,,,
Bagus,5,,,,,,
Baik,5,,,,,,
wa sekarang aneh malahan wa ga bisa d buka,1,,,,,,
Bagus,5,,,,,,
Sangat bagus,5,,,,,,
Cukup bagus,4,,,,,,
Sangat bagus aplikasi ini,5,,,,,,
Apk lelett,1,,,,,,
Keren beh,5,,,,,,
🍔🥪🥞🌮🥙🧆🍔🥗🍟🧀,5,,,,,,
Up,5,,,,,,
Udah susah,1,,,,,,
Cobain dulu ah,5,,,,,,
Watsap selalu lelet,2,,,,,,
kenapa orang orang bisa buat story vidio sampe dutasi 1 menit sedangkan gw masih 30 detik pdhal selalu updte. anehh ni,1,,,,,,
kenpa da pakai whats App masih suruh donlod klo mau pakai,4,,,,,,
"𝑆𝑎𝑛𝑔𝑎𝑡 𝑝𝑢𝑎𝑠 𝑑𝑔𝑛 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖, 𝑑𝑖 𝑡𝑎𝑚𝑏𝑎ℎ 𝑑𝑔𝑛 𝑓𝑖𝑡𝑢𝑟² 𝑏𝑎𝑟𝑢 𝑦𝑔 𝑢𝑛𝑖𝑘 𝑑𝑟 𝑊𝐴",4,,,,,,
Bagus,5,,,,,,
"saya kasih bintang 1 karena tidak dapat respons dari pihak whatsApp, saya tidak pernah melakukan pelanggaran tetapi kenapa whatsapp saya diblokir, hal aneh saya mohon diperbaiki",1,,,,,,
jelek banget tampilannya sekarang. fitur nambah bagus tampilan jelek sama aja percuma,1,,,,,,
Tidak dpt menyukai sw orang lain🙏🏻,2,,,,,,
Halo admin WhatsApp Tolong di tambah biyar bisa perifikasi lewat email yang di tautkan ke wa kalo nomor nya hilang bisa kirim kode verifikasi lewat email contohnya seperti aplikasi Facebook tolong ya untuk admin wa kalo bisa di perbarui lagi biyar enak kalo kartunya hilang apa ke belokir masih bisa ada kesempatan untuk login kembali itu ajah,4,,,,,,
Kenapa loading terus pas update,2,,,,,,
Kurang sinkron,2,,,,,,
kenapa wahatsapp saya di spam,2,,,,,,
Bgusss,5,,,,,,
Lumayan walaupun gaada teman chat,4,,,,,,
Sangat membantu,5,,,,,,
wa kocak baru chat 1 nomor aja langsung ke blockir kacaw,1,,,,,,
"tolong,ini cara mengatasi spam itu gimana ya ko tiba tiba baru bangun udh ga bisa buka wa di karenakan ada spam yng entah dari mana",2,,,,,,
Kekurangan saat ini menurut saya. Saat sudah upload story ketikan gak ada efek edit nya. Masak orang sudah ngetik panjang lebar mau di hapus lagi kan kasihan yg sudah ngetik. Kalo ada efek editan nya kan enak tinggal edit meski sudah di upload 🙏,4,,,,,,
Saya tidak ada menspam lalu akun saya di blokir karna spam mohon perbaik lagi aplikasinya,1,,,,,,
Bagus,5,,,,,,
Mantap,5,,,,,,
Sering nggk ada pemberitahuan saat buka aplikasi laiin..,4,,,,,,
Kenapa saya ga bisa log in di hp baru saya ? Ampir 1x24 jam ini menunggu kode verifikasi ga dikirim dan melalui panggilan juga katanya nomer saya ga bisa dihubungi padahal nomernya juga aktif. Tolong bantu dong.. Penting ini banyak data untuk sekolah anak-anak!!!!!,2,,,,,,
Pagi-paginudah ngbug aja.,1,,,,,,
Blm ke apdet Wanya,1,,,,,,
Sangat membantu utk berkomunikasi secara efektif,5,,,,,,
Menyenangkan dan seru,5,,,,,,
"Tolong utk fitur saluran,sebaiknya ditiadakan saja,krn tdk bermanfaat. Kembalikan wa spt dlu lgi !!",3,,,,,,
masuk,5,,,,,,
Wa apaaann perbaruan trs udah tau hp iPhone susah emg udah ga bagus lagi dikit Dikit perbaruan WhatsApp trs perasan tolol aplikasi ini sekarang,5,,,,,,
Ko aku udh donwload dari lama Tapi kenapa tidak terinstal sendiri,4,,,,,,
Bagus sekali,4,,,,,,
Sangatta bagusss bangett,5,,,,,,
ga bisa unduh app menginstal mulu grgr kadaluarsa ini wa,1,,,,,,
Keren,5,,,,,,
Sangat lebih bagus dari pada yang kemarin ²🤗🤗🤗👍,5,,,,,,
Wastsap,5,,,,,,
Pencadangan terakhir tgl 11 tp knp yg dipulihkan tgl 10 Hilang sudah,4,,,,,,
"Tolong kembalikan lagi status Whatsap seperti dulu,,",1,,,,,,
Ini benaran seru banget,4,,,,,,
𝑀𝑒𝑚𝑢𝑑𝑎ℎ𝑘𝑎𝑛 𝑢𝑛𝑡𝑢𝑘 𝑏𝑒𝑟𝑘𝑜𝑚𝑢𝑛𝑖𝑘𝑎𝑠𝑖 𝑑𝑒𝑛𝑔𝑎𝑛 𝑜𝑟𝑎𝑛𝑔 𝑙𝑎𝑖𝑛 𝑦𝑎𝑛𝑔 jauh♡♡♡♡♡,5,,,,,,
sangat baik,5,,,,,,
Sangat membantu,5,,,,,,
Oke,5,,,,,,
"kenapa setelah di perbaharui malah bermasalah, tidak dapat menanggapi 😑 seharian ini setiap di buka tidak bisa terus.  tolong di tinggkatkan kualitas nya kak.. sekian",4,,,,,,
Good,5,,,,,,
"Kenapa liat statusl wa mengulang lagi yg sudah dilihat,bolak balik gtu z terus",4,,,,,,
"Sangat trganggu ada nya apl telusuri, jdi trllu byk memkn ruang penyimpan",1,,,,,,
Okay...,4,,,,,,
Cutup baik,5,,,,,,
baik Hax,3,,,,,,
Notifikasi wa masuk sering lambat,3,,,,,,
Aku juga masih mau main sama temen ku lagi ngapain yang di dalamnya terdapat berbagai macam penyakit seperti ini tidak bisa terjadi karena tidak ada ada yg bisa terjadi di saat ini saya tidak ada yang mau ikut ke rumah saya juga bisa membantu membantu mengatasi masalah dan membantu saya untuk membantu orang yang sedang sakit hati saat hamil ini sedang di dalam hati dan tidak bisa membantu saya dan bisa membantu membantu mengatasi sakit badan dan sakit badan dengan keadaan baik baik baik baik mau,5,,,,,,
kenapa punya saya masi belum bisa like sw?,3,,,,,,
"Sering upgrade tetapi gitu gitu aja, di tambah jaringan jdi lemot.",2,,,,,,
"Tolong tambahkan fitur kunci ketika video call, jadinya vc kita bisa dikunci agar tidak bisa direkam layar, dan privasi aman,",1,,,,,,
lumayan,4,,,,,,
"Kenapa Lom dikasih fitur story foto dan video kualitas HD, dan juga menu lihat semua status kok hilang...",2,,,,,,
Percuma ada WA kalo gada yang chat,5,,,,,,
bagus,4,,,,,,
"Statusnya jadi kotak kotak, gk urutan lagi, pusing malahan liatnya, d upgread bukanya lebih bagus , mlh acak acakan, balikin aja versi lama donk .",1,,,,,,
sudah di update tapi gak bisa nge like status orang lain,1,,,,,,
Ok,5,,,,,,
Masak WA ku gk bisa di pke VN,2,,,,,,
"saya mauu story whatsaap kaya di Facebook, jadi kalo ngikutin saluran story nya ga bulat, kalo bulat kurang nyaman, Selebihnya yang lain bagus ko, terimakasih sudah memperpanjang durasi status",5,,,,,,
Sangatbaik,5,,,,,,
Hp jadul saya nggak bisa mengupdate,5,,,,,,
Tidak bisa melakukan pemulihan cadangan chat melalui lokal file.,1,,,,,,
bagus,5,,,,,,
Kareena tidak lancaren updet,2,,,,,,
Aplikasi wa sekarang aneh,5,,,,,,
kenapa sekarang jadi sering ilang sendiri foto profil nya? gajelas,2,,,,,,
Cabbage rolls over onto his 🔙,2,,,,,,
bagus sangat membantu,5,,,,,,
Makasih,5,,,,,,
Aplikasinya bagus,5,,,,,,
bagus,5,,,,,,
Kenapa wa saya langsung di belokkir,3,,,,,,
Banyak sekali iklan yng masuk dan sulit dihapus.,5,,,,,,
Asalamualaikum halo semua nya selamat pagi inih bagus loh donglod yah,5,,,,,,
Bagus,4,,,,,,
whatsaap memberikan yg ter baik,1,,,,,,
Setelah diupdate knpa ngak bisa buat telpon ya,2,,,,,,
Padang kadang hilang,5,,,,,,
Good,5,,,,,,
whatsapp banyak bug,5,,,,,,
Ok,5,,,,,,
Bolak balik diblokir karena spam,3,,,,,,
Bagus Aplikasinya!,5,,,,,,
Waoww terima kasih dah update terbaru.aha semakin seru,5,,,,,,
bagus,5,,,,,,
"Eror di bagian telpon. Aku nelpon orang dan tidak terjawab, malah kayak nge hang tiba-tiba ga bisa nelpon orang lain dan ga bisa di telpon orang lain. Hp nya jadi harus di restart dulu. Kan nyusahin jadinya.",2,,,,,,
Bagus aplikasi nya berguna dan ditambah fitur nya bisa love status,5,,,,,,
Top,5,,,,,,
Tingkatkan!,5,,,,,,
Setelah me update nya lama banget kek apalah gk suka aku,1,,,,,,
Sangat lahh menyenangkan,2,,,,,,
sangat bagus,5,,,,,,
Baguss bngt,5,,,,,,
"Aplikasi nya bagus banget,tapi ko WhatsApp aku GK ada like story nya ya hemm😓 padahal udah ku update berkali² tapi kenapa masih aja gk ada",5,,,,,,
matap,5,,,,,,
"Apps komunikasih paling bagus, paling simple, paling nyaman dan paling aman👍",5,,,,,,
"Makin kesini makin ga jelas, saya ga pake wa mod, saya pake wa resmi, tapi saya tidak bisa login dengan alasan memerlukan WhatsApp resmi, padahal udah jelas jelas saya pake wa resmi",1,,,,,,
mantap jaya,5,,,,,,
Bagus membantu sekali dalam hal apapun,5,,,,,,
Lebih enak versi yg lama,2,,,,,,
Baik cois,5,,,,,,
Good,5,,,,,,
Ok,5,,,,,,
Ok,5,,,,,,
kok tidak bisa update memperbaharui,5,,,,,,
Ok,5,,,,,,
Mantap,5,,,,,,
"Whatapp udah mulai update terus,,, sudah mulai membajak paket data secara update",1,,,,,,
"bikin orang salah paham aja aplikasi nya, call mati jika tdak d close d call lg memanggil seolah sedang telfonan dan d chat aktif. kenapa bisa bgtu? bnerin lg tim it nya gausah makin kesini makin jelek aplikasiny.",1,,,,,,
Terima kasish whatsapp,4,,,,,,
Knpa akun whatsap saya tiba² dblokir..pdhl sya sdh mematuhi lyanan whatsap dan tdk mlkukan spam.tlong dbuka kmbali pemblokirannya krn akun whatsap saya sngt penting,4,,,,,,
JumanAll,5,,,,,,
Semoga lebih semuf dan tmpilan story wa seperti fb itu sngat bagus smoga cepet di lanjutkan trima kasih,5,,,,,,
Baik banyak manfaat yg bisa di contah dlm kehidupan se hati 2 nya🙏🙏,3,,,,,,
WhatsApp nya kok spam terus,4,,,,,,
WA sekarang udah gajelas chatannya hilang semua setang,1,,,,,,
Apaa apaaan padahal udah di update malah tambah banyak bug hadeeh tolong lah developer,1,,,,,,
Tidak suka tampilan whatshap yang baru Jadi malas liat story Karena GK teratur,1,,,,,,
baik,5,,,,,,
Satu dulu ya karena saya baru gunakan,1,,,,,,
Makin di update makin ruwet tampilan gak efektif bikin bingung dn kebanyakan makan data.. kecewa,1,,,,,,
mantap,5,,,,,,
Katamu jurus masyarakat sipil,5,,,,,,
"Kenapa WhatsApp sekarang berbeda dengan dulu, Dulunya kalau nambah kontak temen banyak langsung bagus, Tapi kalau sekarang malah ke ban padahal nambah kontaknya cuma 10 saja.. dan satu lagi, kenapa verifikasi 2 langkah gak bisa di aktifkan lagi malahan ada munculnya ""tidak bisa menyalakan verifikasi 2 langkah, mohon untuk coba lagi beberapa jam"" tolong perbaikan sekali lagi 🙏🙏🙏🙏",1,,,,,,
"akun saya banyak nomor penting dari kantor, knpa di spam",3,,,,,,
jika saluran bisa saling komunikasi seperti grup seperti nya seru bisa saling berbagi pengalaman perasaan sakit senang dll,4,,,,,,
Kenapa wa saya seling di spam,1,,,,,,
"ah apk bodoh, saya mengirim video 1 menit dengan fitur hd bawaan whatsapp, tidak dapat mengirim video tersebut selama 5 menit..internet ku sudah bagus, ping 45, dan 78mbps, penyimpanan ku masih tersisa 72gb.. aku tak tau ini masalah dari whatsapp nya atau masalah handphone ku, tapi ku rasa handphone ku baik-baik saja dan minggu kemarin masih bisa mengirim video hd 1 menit. tolong perbaiki ini, saya harus mengirim video ini ke guru saya",2,,,,,,
Mantap bagus,5,,,,,,
Yus Yunus L,5,,,,,,
"Tidak ada, cuma sering lelet sinyal what up nya",4,,,,,,
Good,3,,,,,,
Bantu masuk,5,,,,,,
"Tlp tidak ada pemberitauan siapa yang tlp harus di buka dulu dan di cek di atas, kadang delay dulu kalo tlp di angkat beberapa detik baru nyambung",1,,,,,,
Alhmdulila bisa komunikasi kluarga bisnis,5,,,,,,
Sangat membantu,5,,,,,,
Jos lah,5,,,,,,
Rp juta ok,5,,,,,,
"the size of this application is too large 3gb+ for an application. even though there is no stored media such as photos, videos, documents etc. please fix it fast",4,,,,,,
Pusing,5,,,,,,
Ok,5,,,,,,
Pv xe pnz,5,,,,,,
Mantap lor...,5,,,,,,
"kualitas vidio dan foto yg di posting pecah pdhl udah ikutin berbagai cara di yt supaya tidak pecah, tolong seperti ig tetp jernih setelah di posting",2,,,,,,
Versi terbaru selalu gagal kirim foto atau video kacau nih,1,,,,,,
Sangat bagus untuk di gunakan,5,,,,,,
Susah di daftarkan..selalu dan selalu download ulang tolong bantu kamiii,1,,,,,,
New Al by,4,,,,,,
"Kirim foto atau video bahkan story skrg susah klo pake data seluler, padahal versi sebelum nya baik baik saja,dan story teman jd ga karuan posisi nya antara yang lama dan yang baru. knp semakin d update semakin mundur kualitasnya.tolong kembalikan seperti versi sebelumnya dong.",1,,,,,,
WhatsApp Messenger sangat praktis dan singat untuk memberikan berita dengan jelas ini aku sangat senang dengan WhatsApp messenger Semoga tetap banyak yang menggunakannya dan tak lupa memberikan rating 5 bintang terima kasih,5,,,,,,
Praktis dan mudah,5,,,,,,
"Kenapa saya sudah mencadangkan pesan tetapi tidak bisa kembali yaaa,tolong dong",5,,,,,,
Lumayan bagus umpan silang,5,,,,,,
Ok banget,5,,,,,,
Knp ya klo vc gk bisa lihat klo lgi main game gitu ya,4,,,,,,
Paraaaaah.. Kirim foto dan stciker kaga bisa Update statuspun berantakan. Udh kaya jadul abis,3,,,,,,
👌,4,,,,,,
Wa.me,5,,,,,,
Dikit dikit update pembaruan jelek status malah acak gk jelas,1,,,,,,
Kembalikan urutan story teratur seperti dlu lagi,2,,,,,,
Masuk,5,,,,,,
Bagusss,5,,,,,,
mantap,5,,,,,,
kenapa washapp saya tidak bisa login,1,,,,,,
Knpa ga bsa d psang,5,,,,,,
Kenapa uninstall terus gk bisa buka,5,,,,,,
"Sangat berguna untuk berkomunikasi satu sama lain. Semoga kedepan nya lebih diperbagus lg, trimkasih.",5,,,,,,
knapa dengan aku WA saya,5,,,,,,
Jadilah yang terbaik,5,,,,,,
Nexsss,5,,,,,,
Di butuhkan,5,,,,,,
Mempermudah komunikasi,5,,,,,,
Ok Bingit,5,,,,,,
Susah banget sih,5,,,,,,
Tolong di perbaiki untuk kualitas pengunggahan story di bagian video kualitasnya jelek agar di perbaiki jadi hd lagi. Terimakasih,1,,,,,,
Terbaik,5,,,,,,
panggilan,5,,,,,,
Whatsapp pongo,5,,,,,,
top,5,,,,,,
help,5,,,,,,
Best terus berikan yang terbaik dan paling baik thnks,5,,,,,,
boleh hilangin fitur kunci chat nggak sih min? biar ga buat selingkuh,2,,,,,,
Bagus,5,,,,,,
😟😟😟,1,,,,,,
Get,5,,,,,,
Gada kata kata cuma bisa bilang makasih,5,,,,,,
Tolong status dan yng ke hapus masih bisa dilihat dong di WhatsApp,5,,,,,,
Saya senang menggunakan aplikasi ini..tampilan nya sangat sesuai,5,,,,,,
sedang menunggu fitur live dan juga video call biar gak mirror,4,,,,,,
Sengaja kasih bintang 1 karena sudah banyak bintang 5 nya,1,,,,,,
Bodohnya,1,,,,,,
Bagus banget,5,,,,,,
Good,5,,,,,,
Lumayan,1,,,,,,
Tidak dapat di pakai sama sekali 😑,1,,,,,,
Oke,4,,,,,,
"Gak tau nh, bingung wa slalu ada yg msk spam,bahkan pihak wa blum bs menangani hal ini,shingga akun keblok sediiiih",5,,,,,,
aplikasi gagal total tidak bisa di unduh,5,,,,,,
Topbgt,5,,,,,,
Saya suka dengan afk ini,5,,,,,,
Bagus,5,,,,,,
Aktifkan wa di nmr ini,3,,,,,,
Ok baik sangat bagus,5,,,,,,
Oke,4,,,,,,
Sangat bagus,5,,,,,,
aplikasi ini sangat bagus dan membantu,5,,,,,,
Selalu verifikasi melulu..,1,,,,,,
Tiap waktu perbaharui ajah,3,,,,,,
Malaysia,5,,,,,,
Mntap,5,,,,,,
"Sering eror, dan tiba2 whatsapp tidak bisa di akses",3,,,,,,
Syahril M Thoyib.,1,,,,,,
yg aku gaada fitur like ah knpa ya,4,,,,,,
Baik bagus,5,,,,,,
"Ng bug mulu, tlfon mati2 truss... Pindah bbm dah",2,,,,,,
Bagus,4,,,,,,
Penuh kesan,5,,,,,,
Mantap,5,,,,,,
Keren aplikasinya 👍👍👍,5,,,,,,
bagus n unikk,5,,,,,,
Ok,5,,,,,,
"Aplikasi gk jelas, 1 pun gak ada yang ngechat🥹",1,,,,,,
sering hrs menunggu agak lama sehingga membosankan,1,,,,,,
ngapain apdate trss sii sebel anj,1,,,,,,
"Dengan adanya aplikasi ini, syari'atnya dapat membantu mempermuudah kita, untuk bersilaturohmi, berkomunikasi, berinteraksi dengan karib kerabat, sahabat dan orang lain yang jauh, apalagi yang dekat. Syukur dan Trimakasih kepada Tuhanku, dan kepada orang yang berbuat baik, yang berguna untuk sarana ibadah. Semoga bermanfaat dalam kebaikan.",5,,,,,,
Saya suka,3,,,,,,
Apps yg dibutuhkan untuk komunikasi,3,,,,,,
"Wa kok eror sih, saya kirim pesan ke orng aja gk masuk pesan nya, dan gk ada di orng nya, pdhl di saya udh ceklis 2",1,,,,,,
Bagus banget,5,,,,,,
Sangat mudah untuk digunakan sebagai tempat untuk menyimpan banyak kenangan,3,,,,,,
Bagus,4,,,,,,
kenapa ya udah di update tapi fitur nya Masi sama ngga brubah ayoo aku pengen berubah fitur nyaa padhl udh di update tapi masih aja tetep,4,,,,,,
Jaman semakin maju whatsap semakin jelek payah bukanya pelayanan semakin mudah malah tambah jelek.😡😡😡😡😡😡😡😡,1,,,,,,
yogi,5,,,,,,
mantap,5,,,,,,
Dekremmah,4,,,,,,
Mantull....,5,,,,,,
Aplikasinya sangat memuaskan bagi saya,5,,,,,,
"Pembaruan menjadi kotak-kotak tidak nyaman dilihat, dan malas buat lihat pembaruan, soalnya waktu tidak teratur",1,,,,,,
"Sengaja di ulas tengah malam biar bisa di baca, kendala yg pertama di status, yaitu tidak teratur sama sekali, kadang status yang baru saja di buat kok bisa posisinya di tenga, kadang jga di akhir, agak aneh WhatsApp setelah di update. Kemudian foto dan video duh, HD itu hanya formalitas doang, hasilnya tetap pecah², bertambah juga data, pmakaian data sekarang udah semakin saingan Instagram. Awal² udah senang karena aplikasi WhatsApp ini sangat² membantu masyarakat, eh skrg malah nyusahin msrkt",1,,,,,,
Good,5,,,,,,
Saya butuh sekarang,5,,,,,,
Update trus Tapi fitur 0,1,,,,,,
Petani,1,,,,,,
Aku cinta paða dirimù,5,,,,,,
my darling,1,,,,,,
Semua chat hilang sendiri itu kenapa yaa?,5,,,,,,
Error terus minta update terus di pikir penggunanya developer!,1,,,,,,
Siuuuuuu,5,,,,,,
Very nice,5,,,,,,
"tolong dong setelah pembaharuan terbarunya kurang cocok aja untuk saya... karena saat menelefon seseorang pas bunyi tuttt,, seharusnya langsung ada tulisan memanggil atau berdering. sekarang delay",4,,,,,,
Bagus,5,,,,,,
Bagusan versi sebelum2nya...,5,,,,,,
Top,5,,,,,,
"WhatsApp sekarang beda lagi ya, Tapi enggak kok serru",4,,,,,,
👍,5,,,,,,
"gajelas bgt anjir, udh di update brp kali. WA kaya masi yang lama. bukan versi yg baru dsar.",1,,,,,,
mantap,5,,,,,,
Mantul,5,,,,,,
"Makin di perbaharui malah makin gak jelas,jam story nya malah acak²an 🤦🏻",2,,,,,,
sangat lah bagus..,5,,,,,,
Sangat membantu,5,,,,,,
Kenapa tidak bisa masuk,5,,,,,,
Terimakasih untuk update,5,,,,,,
Bagus sangatt,5,,,,,,
Sangat membatu saya pribadi,5,,,,,,
Mantap ..berguna banget,5,,,,,,
Aku ingin masih ke wa ini plis x bak,5,,,,,,
"Lebih suka versi dulu, daripada versi terbaru, terlalu banyak bug, bahkan diupgrade pun tidak ada perubahan yang memuaskan kacau",3,,,,,,
"Tampilan status acak gak urut waktu, gak enak banget dilihat 👎👎👎👎👎",1,,,,,,
Kerj Mencari Uang,5,,,,,,
Adain angka pesan nya ky ip dong di WA nya biar tmbh bgus,5,,,,,,
bagus cuman kadang aneh tiba tiba ke blokir sendiri padahal gak ngapa ngapain,5,,,,,,
Sangat bermanfaat sekali untuk masyarakat,5,,,,,,
Iya ya,5,,,,,,
Iy,1,,,,,,
iyw,1,,,,,,
Bagusss bgtttt,5,,,,,,
TT gak bs ada love nya udh update juga,2,,,,,,
Apk nya sangat jelek sekali sering update,1,,,,,,
Mantap,5,,,,,,
Whatsapp nya sering eror,1,,,,,,
Aplikasinya bagus banget!!!,5,,,,,,
Nggak guna,2,,,,,,
Bagus sekali,5,,,,,,
Bagus,3,,,,,,
BAGUS,5,,,,,,
"kak,kontak saya sering ilang sendiri gimana ini",3,,,,,,
Baik,5,,,,,,
Seru,5,,,,,,
Kalau bisa tambah durasi lagi untuk pengiriman video pasti lebih bagus,5,,,,,,
"In the name of the father, son and holly spirit, we condemn tsamud of saba lead by connie bakrie and romlah halilintar with triple terrified judgment to the end time.",2,,,,,,
9 1/2.,5,,,,,,
"jadi gini bro, lu tu gausah kebanyakan update update ga jelass,, udah banyak update bukanya makin bagus malah makin burik, biar apa begitu coba hah? tolong di benerin lagi bug nya, ganggu banget",2,,,,,,
Ribet,1,,,,,,
Ok ok,5,,,,,,
Baik,4,,,,,,
Sangat bermangpaat sukses selaluuuu selalu suksesssss amiiiin,5,,,,,,
Aku baru memasang aplikasi WA. belum aku gunakan ..eh... Kok. Malah di blokir.. Katanya pelanggaran... Digukan aj belum.. Kok udah pelanggaran...,5,,,,,,
L Ooo,5,,,,,,
Ok,5,,,,,,
Sangat bagus,5,,,,,,
Tolong kembalikan whatssap saya kenapa ke blokir karena whatssap saya sangat penting,5,,,,,,
Masa saya ngecheat cewe gk di bales apk apa sih ini,3,,,,,,
Bagus,5,,,,,,
"Oy kenapa wa ku gak bisa ngelopin sw, sedangkan yg lain bisa",3,,,,,,
Kenapa nomor saya tidak bisa di isi paket atau pulsa Kenapa what app ini susah untuk di download Mengapa begitu susah WhatsApp messenger ini untuk di download Kenapa what app ini susah banget untuk di download,5,,,,,,
"Saya kasih bintang satu karena wa saya ga tau kenapa kena spam terus, bisa bentar lalu kena spam lagih",1,,,,,,
Alhamdulillah,5,,,,,,
Bagussss yeayyy,5,,,,,,
"WhatsApp Burik, Setiap Mau Meminta Kode Pendaftaran Suruh Nunggu 1 Jam, Tolol",1,,,,,,
Nya,5,,,,,,
"Makin kesini makin jelek... Video,foto yg di stori makin pecah.jadi jelek, nengok stori orang juga udah acak banget waktu dan tempatnya.. Tolong diperbaiki",4,,,,,,
Percoban semoga baik,5,,,,,,
Masa wa saya keblokir terus,1,,,,,,
Good,5,,,,,,
Sering blenk,3,,,,,,
Oke,5,,,,,,
Mintap kode WhatSSPP,5,,,,,,
panggilan gagal terus,1,,,,,,
Whatsapp tolong diperbaiki lagi masalah pembaruan status yang jadi acak-acakan,1,,,,,,
"Klau gangguan trus saat tlponan, mending hapus aj ni aplikasi,ga ada gunanya sma skali",1,,,,,,
Smart,5,,,,,,
Whatsapp gak bisa di buka tolong bantu whatsapp yang resmi 🙏,1,,,,,,
Tdk bisa menggunakan WA,1,,,,,,
💯💪♥️,5,,,,,,
Saya sudah donlod washap yg baru tapi tidak tampil juga tolong tampilkan washap say,5,,,,,,
Semoga tambah lebih maju,5,,,,,,
Sangat baik,5,,,,,,
WhatsApp lama lebih bagus dari yang skrg,5,,,,,,
kok punya saya gk bisa like sw orang pdhl udh update,1,,,,,,
Tolong di tambah agar kita bisa tahu siapa yang melepas sematan di group chat,1,,,,,,
tolong yang kirim virtex/virus di banned permanen,1,,,,,,
Semoga lancar,4,,,,,,
Sangat bagus,5,,,,,,
Knp saya kasih bintang 2 karena untuk meng update saja membutuhkan banyak sekali memory mohon di kurangkan memory untuk meng update nya ya,2,,,,,,
Rachmat.s,5,,,,,,
Tidak boleh masuk ke whatsapp,5,,,,,,
montop,5,,,,,,
Mantap,5,,,,,,
Gimn cara buka w,1,,,,,,
Bagus,1,,,,,,
Makasih whatsapp,5,,,,,,
Nice apps,5,,,,,,
Jangan sekali²apdet sendiri dong WhatsApp nya GK nyampek 1bln mintak di perbarui truds,1,,,,,,
mantap gais aplikasi ini,5,,,,,,
"Tiba tiba semua riwayat chat WhatsApp saya hilang semua, padahal sudah saya cadangkan tapi tiba tiba hilang semua, saya mohon gimana cara pulihkan nya, senua chat WhatsApp saya sangat penting!!!!",1,,,,,,
ok,5,,,,,,
mantap whatsApp keren,5,,,,,,
Gak bisa ngelike status org Tdk ada pemberitahuan tentang update ny WhatsApp,3,,,,,,
Dengan WhatsApp komunikasi JD lancar,5,,,,,,
Sdh di perbarui tpi fiturnya yg bisa like story masi blm ada. Padahal sudah di upgred. Kesel gua,5,,,,,,
Sangat senang,5,,,,,,
Knpa wa skrg kok gk bisa di perbarui mla gk di instal gk bisa lgi,2,,,,,,
salah satu aplikasi dengan fitur yang keren,5,,,,,,
Komunikasi,5,,,,,,
Kembalikan tampilan sw seperti dulu yang ke bawah Ini semakin jelek makin aneh aja,1,,,,,,
Bagus,5,,,,,,
Biasa saja,3,,,,,,
Syg Liger,2,,,,,,
Oke lah kalo begitu,5,,,,,,
Yah cukup lah untuk cetingan saya beri bintang 5,5,,,,,,
With love,1,,,,,,
Ok,5,,,,,,
OK,5,,,,,,
